id,G,B,E,P
0,0,26.77322357934123,0,0.7668364489220609
1330,1,31.5338829189501,0,0.06188015377797651
1,1,48.65027476918004,0,0.6766934365495649
508,1,25.932242013151587,1,0.9749217535930802
1308,0,26.305162649179422,1,0.764559479740795
1258,1,34.180097409533566,0,0.9792404523590823
2,1,30.855510022756093,1,0.696754743120356
1226,0,27.526600049983543,1,0.25044664630498803
2021,0,16.530872896302466,0,0.5302666158696702
16,0,30.11937671100753,0,0.26519986047303723
2011,0,26.654754006975306,0,0.39790735172449365
1714,0,21.768283101943556,0,0.3318842238700669
1190,1,36.11889856539656,1,0.7063984174568638
3,1,34.237962859874,0,0.030340394240087276
468,1,34.88898189033622,0,0.7187489981570386
1188,0,21.491715566685826,1,0.3024713360399476
1009,0,20.97536997775071,1,0.5925523327579767
1770,0,27.37844989960487,0,0.6436391949130774
1753,0,29.078192627271296,1,0.5894288497160589
4,1,33.894031771874616,0,0.6047594430412142
1111,1,26.490806738721375,1,0.43879227976492297
1991,1,29.463712544017664,1,0.7448470388873976
5,0,22.09861111335164,0,0.43674326058532065
1691,1,35.12407429964663,1,0.9073685015949096
74,1,24.23512334384479,1,0.10988709443173283
6,1,29.306525741078726,0,0.17812061166794957
1306,0,19.249669565986103,0,0.14138654913131932
7,0,23.60287120766769,0,0.5479082197473197
1850,0,37.776147159754274,1,0.9253745121991295
1802,0,25.846964372130483,0,0.2575008200833834
1351,0,32.63348187792147,0,0.015419724829297432
2037,0,23.73474436532411,0,0.8635904821464894
683,1,41.42535136719535,1,0.6093960031315436
9,0,47.205313901097824,1,0.33132149815217304
1981,0,30.42367324135282,1,0.91018687028859
327,1,20.84438695486615,0,0.6296235184096606
487,0,37.52900395785279,0,0.642652758153213
462,1,49.616020485552916,1,0.5302083758517028
1772,1,39.41483848211785,1,0.08322377662498281
1218,0,34.485323229872236,0,0.6029630206379782
10,1,26.237072172046524,1,0.5846766604917764
1852,0,31.258913161253055,0,0.26749162792480263
718,0,38.0185042805353,0,0.8909717847560329
1346,1,27.256715290285072,1,0.9098311366642228
