id,G,B,E,P
0,0,14.41402922186848,0,0.11044700727446566
33,1,41.584467912249075,1,0.5726614470829655
34,1,30.597656422399943,0,0.7322546102266888
3,0,32.917856730708024,1,0.7828952199787657
4,0,33.24889925798897,0,0.32470219978790016
5,0,20.85873105379766,1,0.7362438374643461
6,0,26.684690959632825,1,0.32111149704474695
7,0,21.815795745887048,0,0.44888707177241505
9,0,27.06165531292782,0,0.5255211202274168
11,1,31.299150842782524,0,0.9787171176678894
13,0,41.353656336548724,1,0.6055632295453068
47,0,26.290900945923237,0,0.7121630210663826
17,0,30.34922469075785,1,0.4728254448555198
18,0,27.834453866416073,0,0.042544376007886076
19,1,36.642979336315925,0,0.1601408560133536
49,0,24.165021986645456,1,0.054119161623847
38,0,33.04075928829627,1,0.5107669157075173
30,1,24.921674022239536,0,0.42831915397859555
1,1,38.6198374879319,1,0.9687865636287434
32,1,37.18420190175396,1,0.6066564277914022
383,0,30.567028906710625,0,0.06259782241989098
20,1,28.68789679388597,0,0.21521857643364883
21,1,39.80107188126244,1,0.38226883839328396
41,0,28.28271662968433,1,0.9552789265010695
45,1,41.243042844053704,1,0.7194281968520875
36,0,27.07763196758023,0,0.07733276186523907
2,1,34.56066364943706,0,0.12934964327180265
23,0,19.82795868974992,0,0.028968117632982904
8,0,25.71356805422835,0,0.0188436149004243
140,0,29.697542893261847,0,0.6385922558651409
12,1,36.62224276008977,0,0.9356511681204434
31,0,29.989256567009047,0,0.4845782146073102
10,1,44.820612926447794,1,0.5875776970420938
14,1,27.969887942935543,0,0.27544605256122934
16,1,34.091077708805784,0,0.21819344714622368
22,1,32.514174218568186,1,0.5766975244211165
25,0,37.232050739803924,1,0.20308083608674932
156,0,26.620223742600057,0,0.0030730932016624912
29,1,27.818891606807384,0,0.9782312839068016
35,1,24.397999308699934,1,0.8308387548149463
39,0,24.135719417694816,0,0.9971216971491103
42,1,32.483339194614196,1,0.965435681403061
44,1,26.37992076449067,1,0.27022277440153564
48,1,28.401605235580828,1,0.8994055901189961
46,0,41.40698746064184,1,0.2760347806231237
24,0,31.247300012409166,0,0.9240400865449995
26,0,19.261765125360373,0,0.36111460801317075
28,1,24.519749816039255,1,0.7751846332463005
15,0,25.591553656789063,1,0.691694847193209
27,1,24.147245840653284,1,0.7787608732288713
299,0,27.649986590794754,1,0.26516662033563976
319,0,25.315492520579028,0,0.019341792887080045
37,1,39.130379897816844,0,0.8993375220366533
40,1,30.271152560196004,0,0.6480767664774619
43,0,43.591260583666894,0,0.13261240929371165
372,1,41.63922624020216,0,0.7379981531512209
216,0,38.39095966529437,1,0.907099711984414
120,0,32.57585609816198,0,0.4887020231191741
463,1,35.978971667125386,1,0.6675574482096072
198,0,32.332948790284824,0,0.5773206573339702
366,1,28.28368026375883,0,0.75277998575095
266,0,31.993341912199764,1,0.10227729836489419
222,1,20.746102507525208,0,0.6812190558420598
476,0,22.113408936725765,0,0.691409008074868
467,0,29.861623611547873,0,0.07559631016416557
241,0,28.755484874714345,0,0.3340776882234001
221,1,22.428306974492433,1,0.3225471113518852
76,0,18.442734038670732,0,0.8810907450235119
352,1,16.091509863197032,1,0.6943081708091979
422,0,48.643636755129464,1,0.021686442058412858
50,1,44.73517954230803,1,0.28607932488620746
64,0,33.58504448950912,0,0.618146430803042
81,0,23.73527748400583,0,0.6879728877304541
83,1,43.37682264824338,1,0.7917550500413871
53,1,45.108999088494784,1,0.8959847236288971
433,1,25.87969339360763,1,0.4838865208040084
56,0,24.541626821849608,0,0.9877511920745513
57,1,48.30169731940893,1,0.16005847468345702
60,0,31.65755145181153,1,0.8476541802128224
61,1,24.761710235969424,0,0.5154632325210178
51,0,49.059256692851164,1,0.8968045124779458
82,1,25.243495701849916,0,0.8780919630989109
59,1,35.901132537497624,1,0.04575825662872102
69,1,34.61585188608192,0,0.21052046173813033
70,1,23.910866753103917,0,0.7869042004413582
55,1,48.379841127574146,1,0.5405195704576299
73,0,22.975198090764998,0,0.6985830169170445
58,1,46.2226199105351,1,0.7688931059275993
54,1,28.3065662901434,1,0.03436451370266835
77,0,23.55775169062928,0,0.6533144990578501
63,1,27.372127105867158,1,0.5390084603265924
52,0,22.430845775456387,1,0.8825562675725361
89,0,38.399605024274145,1,0.23315893287890266
65,1,39.01494272592702,0,0.1535073882356156
67,0,40.661876682892036,0,0.973836001163524
72,0,22.832066309309315,1,0.8159491619868482
74,1,35.87719058277396,0,0.7615621355061621
85,1,38.883854301967276,0,0.8047234175399931
62,1,31.85487509938423,1,0.9817042223517858
68,1,29.100774255404396,0,0.5548035264299154
71,1,24.522293945298458,0,0.12304358410428506
78,0,32.691671111213935,1,0.4226541520341639
84,1,23.463378026565138,0,0.28943274805940133
75,1,22.645592579468072,1,0.034997766614763726
291,1,29.430930408499098,0,0.09934281404698697
356,0,24.45914093931679,1,0.6680433053672232
80,1,38.124553604535016,0,0.8897085719603857
87,0,31.457487833751863,1,0.5265463864013555
66,1,21.915659538088242,1,0.8744681381449932
374,1,21.895157228707518,0,0.9652198246845097
88,0,27.10688612807048,0,0.5858921978331881
347,1,29.58404956942144,1,0.40864920005910554
79,1,39.66550923375514,0,0.31553468673066576
219,0,25.946080560522237,0,0.10698025149608792
86,1,22.83669825109564,1,0.1391645411255289
159,0,29.157647346172705,0,0.12279994827213347
331,1,23.174828825800816,1,0.4909433367862851
437,1,26.381013973981172,0,0.024690915077284603
212,1,40.95475362060057,1,0.4769745762129721
96,1,29.990393238752258,1,0.2560602117933025
183,0,34.326863345881875,1,0.2853264327842495
201,0,22.716552390213952,1,0.9369878644469214
355,0,31.453629701926317,1,0.03393265698904124
197,1,24.290503140697126,0,0.8790090324038273
268,0,32.41284494143763,0,0.23512460734035434
340,1,25.47895600147436,0,0.6491921764753541
90,1,26.24502131987828,0,0.6136641436516268
99,0,25.70793960198642,0,0.6490433593722738
135,0,27.593383029207914,0,0.545416201692049
103,1,36.81906936738692,1,0.738808432817422
108,0,31.783659237305518,0,0.3340352155791775
141,1,35.33893045318124,1,0.4631370276605875
142,0,41.83966501189213,1,0.903581372228167
111,1,33.343890317516134,0,0.009183344940638993
112,1,32.40906378725254,1,0.9863491136585468
113,0,42.46737083565266,1,0.3967413078635812
146,1,34.48117563778795,0,0.6792818352667268
118,0,32.0394418375161,0,0.06010942666145236
119,1,25.38302142204145,0,0.2770238366269382
123,1,26.899485630593073,0,0.06080546650568042
93,1,31.75662690107804,0,0.8991860689946803
94,1,32.97022057607498,0,0.5765227946347607
91,1,42.73187678837364,0,0.39607769274800153
129,1,35.41433666237906,1,0.8383666676952282
114,1,37.154576463072914,1,0.23059989066981956
110,1,50.84483825181546,1,0.5961894635464625
97,0,27.56487366917044,0,0.5676155440420061
126,0,28.876733984557085,1,0.31356377334310304
92,0,21.22997949786795,0,0.5043151000321823
98,0,26.618748365449015,0,0.3689046036035969
132,0,25.772738839648813,1,0.46229797439203757
102,0,24.80302976293747,0,0.593930883092962
105,0,26.546062103860287,1,0.770917340110349
106,1,22.526550785568674,0,0.4931360349659666
109,1,27.4588545900082,0,0.20493620469445561
125,1,27.905880567753716,0,0.08480997614570385
144,1,39.26885444145201,0,0.7631605212033838
116,0,24.23288490842611,0,0.8289907307854483
117,1,37.23382432259679,1,0.6375822926706387
124,0,15.991813431545841,0,0.14653635997809733
95,0,31.335089545098526,1,0.1354003738184365
130,1,32.12681048497424,0,0.8402690228438905
131,0,18.717330430542987,0,0.5636177764662629
137,1,25.232313558893754,0,0.7020409221011794
138,1,49.38867875722964,1,0.21528073636255585
139,1,32.09124607254503,0,0.06967598268952546
143,0,32.24515819460346,1,0.6736271589824038
145,1,38.354202015190076,1,0.7587951937650124
100,0,19.46777763046849,0,0.3080986946944144
101,1,23.99453241061578,0,0.5721112011679588
104,1,20.08521996659001,1,0.6480459824985878
107,0,30.390688620997174,0,0.12657245635180792
127,0,31.236884870957667,1,0.2767967188655285
134,0,32.68897615698308,0,0.8046703903032256
115,0,27.604843578601407,0,0.436942311388011
121,0,30.64516826997335,1,0.6175322861548366
128,1,28.337930342705747,1,0.7787295238318716
133,0,15.987841692800213,0,0.6838868739232247
147,0,23.105304523999486,0,0.8821257951904667
122,1,61.327955437679954,1,0.76668985228387
148,1,50.814872786336615,1,0.12245843710848447
136,1,28.418083537667105,1,0.915595704351276
426,0,35.55089783499321,1,0.2895440661983737
397,0,33.22531248115396,0,0.11711501748169262
250,0,25.96291344822002,1,0.6825885368192856
149,1,34.2756121648044,0,0.5014697844063463
192,1,32.23021696586347,0,0.11334519245804797
187,0,37.982745383396306,0,0.5705827831731289
441,1,22.417270744674685,1,0.6362838809967567
