id,G,B,E,P
0,1,37.67220260944311,1,0.705284600247837
261,1,41.84403428261454,0,0.6468684776236799
1,1,22.139369806233425,1,0.3113309533723396
518,1,36.84312599884343,0,0.12832761713680718
1012,0,30.37931106475785,0,0.9543614276579895
53,1,31.636214727196418,0,0.20315868414204297
947,0,20.17179554509841,0,0.5297605485790954
550,0,28.34482591361555,1,0.5960062168722154
1020,1,19.329375321163564,1,0.20384987089148632
2,0,27.69350319850366,0,0.5841259166481941
415,0,37.65674061357348,1,0.8635598957912343
725,0,26.01280103202645,0,0.26860195400595
824,0,24.086795877876483,0,0.10661257217797815
1024,0,32.261298848539724,0,0.5205642424974879
156,1,25.66113720173291,0,0.16581401109460803
3,1,32.76744327403727,0,0.8550667453984262
869,1,24.112576141105915,0,0.38537381443926366
435,0,37.98151271880908,0,0.35133708597821967
4,1,29.58471462193649,1,0.8329054867686191
649,1,29.954251184268742,0,0.12020313150344941
414,1,54.284278945722114,1,0.5383211042877468
776,0,30.597079231057982,0,0.7904232982296141
789,1,29.079253371281556,0,0.08701603936555335
5,0,26.812418335893497,1,0.17395240887574215
675,1,32.37385211361722,0,0.05419163832866758
99,0,36.19989002311707,0,0.028445676402665265
104,1,25.14832135333865,0,0.19441696970792566
6,0,29.15366258925224,1,0.644375655028765
627,1,25.812812840691578,1,0.9677779095553254
58,0,36.753513731283284,0,0.4046328758563593
1032,0,33.00908397523525,0,0.9443395119660618
7,1,37.14956534629045,0,0.5046017669799296
270,0,28.892054569836638,0,0.4075297645683451
766,1,35.64762896633339,0,0.03099108940583739
754,0,23.06363125975031,0,0.8732299093026619
243,1,30.499255931601763,0,0.8076252531246629
8,0,27.807272338070064,0,0.7982398187412256
303,0,22.99737955733486,1,0.18756729040264009
334,0,21.595615392309494,1,0.8117775377660539
367,1,37.75225782273191,1,0.17121724997253973
800,0,26.011357036775667,0,0.6066056651397321
694,1,29.38774907015662,0,0.8529494255970369
9,0,28.749167864615824,0,0.22688370856887696
620,0,31.89495637241151,0,0.03357800912076181
565,1,23.3435812164961,0,0.4527800916848944
546,0,20.855810770034164,1,0.15742771002908518
10,0,43.24148652931616,0,0.444735712594141
958,1,36.65980885848854,0,0.49053839718114967
130,0,26.148724560019218,1,0.8944900508472392
642,1,27.363635070263925,0,0.8668722777088143
19,0,36.0703611364255,0,0.3563914099065011
11,1,33.291076399259104,1,0.8477795743866294
494,1,28.223023769659125,0,0.4893221959445312
967,1,30.218429251526477,1,0.4450487246252758
584,1,52.40275781247897,1,0.3801383661442178
12,0,32.0103930080343,1,0.4136032916565967
915,0,28.821410595524892,0,0.9837654860022157
879,0,29.477317325584146,1,0.4534804904980715
812,0,24.60509680093453,1,0.03250248756832852
13,0,23.100334922990676,0,0.04249407190301613
795,0,20.384863057240633,1,0.6545195059228065
613,1,35.68732331463794,1,0.5065251072979385
14,0,39.84331254582771,0,0.061231823159611176
978,0,32.32475279970322,1,0.579683538388131
628,1,35.292974066695415,0,0.22137676613931712
216,1,20.87513558731361,1,0.367674579420886
774,1,35.809438594753544,0,0.33015783669888943
504,1,45.538895597394365,0,0.2513637210041444
15,1,33.48133046221061,0,0.04732767742662658
368,1,58.09777480766475,1,0.7878430206084462
16,0,34.60860519237507,0,0.2031309800349912
880,1,24.2522771517707,0,0.7466248505651228
969,0,34.48916752931632,0,0.7921970555247332
320,0,30.513469818269748,0,0.6933940754324797
17,0,22.0393003991815,0,0.9058355987240223
189,1,34.797454438481175,1,0.7544547260406864
250,1,27.60838953167372,1,0.6796608894621553
268,1,30.033201878726757,0,0.7652345939431956
403,0,25.392217721044542,0,0.22072304139131715
312,1,25.829337242701428,0,0.7490003095855419
18,0,23.470688859641474,0,0.37215130826497433
957,0,28.212708114520705,0,0.7578192743243756
405,1,32.86313929845747,0,0.20863155446581472
379,0,31.73557582325602,0,0.5527738346785331
97,0,34.13754487896947,0,0.23535012017130785
991,1,30.121850248987595,1,0.7464052709823767
511,1,28.517375503370026,0,0.18781368678719024
20,0,27.554161572350814,1,0.7614948780790861
603,0,22.757086962389728,1,0.1306993591704655
493,0,32.09481173249802,1,0.5818525192475945
718,1,34.0452059999194,0,0.771025114110504
375,0,27.858846806431025,0,0.18033803585387742
434,1,21.099241768514034,1,0.2486397320618522
772,0,32.06402397969597,1,0.48441651226415916
22,1,30.65082757140505,0,0.14384474079047604
410,1,27.792320743029865,0,0.7444615542844436
994,1,29.3934965800769,0,0.6841286228974953
715,0,34.15010463675645,0,0.4636320237808278
23,1,60.945617823869085,0,0.06057430664108154
858,1,34.25429065917896,0,0.1967663017939446
167,1,33.210227445140106,0,0.9543074948397333
654,1,44.84059396267769,1,0.30548118518074685
24,0,22.897433243649992,1,0.1974405966177436
28,1,26.128036604946548,1,0.6228821408182773
42,0,37.76801740890631,1,0.2574477293325156
573,0,25.179635762500308,0,0.700094384777253
161,0,28.151711889123973,0,0.36758147555276066
25,0,32.062219772844315,0,0.5167249666827723
115,0,29.649632371597818,1,0.186905457866255
264,0,34.87942720795291,0,0.4670404592395342
26,0,25.441214270110017,0,0.8467147429370744
123,0,29.74934264007553,0,0.9709970158141376
27,0,26.221825418408944,0,0.9309980870277013
94,1,25.4345352786912,0,0.17110623701842564
330,1,28.700506749024,1,0.6688995961062641
285,1,33.06112749063804,1,0.6904233043603407
322,0,36.16946697678922,1,0.6065804156064304
698,1,46.17643482987005,0,0.7895487184750402
122,0,26.66445235592226,0,0.36488721671125424
744,0,24.93589021813664,1,0.6310082128158762
273,1,33.48237618558892,0,0.042904305873214366
29,1,33.58999466534427,0,0.8309414380498513
631,0,20.857142702025616,0,0.444490879944584
557,1,34.73408566129384,0,0.5338965344713651
30,1,44.141845508652985,0,0.4902835865392555
790,1,36.43824955077997,1,0.0751416725494457
456,0,39.5982926246249,1,0.8619243259080905
319,0,43.36396877948663,1,0.4364830562378401
594,0,28.347093377077613,0,0.70014405373327
31,0,33.79182625566184,0,0.17365581242107986
598,1,32.58479575452788,1,0.4435535621809008
823,1,19.233316939055552,1,0.31585927205463626
558,0,22.317831030388092,0,0.10144708447141226
32,1,30.34158363106138,1,0.34564346242706334
661,1,21.87638549567308,0,0.4532934427510028
496,1,21.762381773127505,1,0.24260047096960735
700,1,34.92312123559796,0,0.7841170560216437
726,1,34.2609548645573,0,0.8945168570813683
353,1,34.004831507547344,1,0.9849823500186062
33,0,30.13610057562758,0,0.7778847676754576
616,1,36.89918095354602,1,0.08640050995317827
54,0,27.556092122869707,0,0.9878940469870617
34,1,30.73139918038145,0,0.17766078219993453
131,1,46.94805359672328,1,0.9327017282315982
714,1,33.50936580718252,0,0.7922410031247222
665,0,26.415514637898642,1,0.3670788696582683
35,0,31.500714773967346,1,0.5164665535407769
1027,1,35.43354591015447,0,0.34243312979842977
366,0,30.928860136198672,1,0.9390395491183385
36,0,33.30407547058158,0,0.8081716318187576
857,0,32.789270311110585,0,0.6356058265087674
342,0,31.310190529986208,0,0.29597419024225446
445,0,34.415627031375514,0,0.6316609249344559
798,0,38.325061379229794,0,0.3724062401967708
37,1,20.67644536325075,0,0.6619487931999483
501,1,25.82176228552379,0,0.12262841393980362
696,0,21.33219872628894,0,0.8820932521566481
436,1,35.06684259146161,1,0.05040588106171995
951,1,28.14774939220997,0,0.4678266710670944
524,0,34.38039159464612,0,0.31331733109009785
38,1,33.88103175577214,1,0.5431244844279716
338,1,27.535782163442985,0,0.26764146612970885
256,1,34.90789314654376,1,0.06403381215016624
750,1,32.32906454435917,1,0.7148650869291095
279,0,35.02297794375778,0,0.8482374120479645
39,0,23.772597018828524,0,0.6168491117469409
743,1,49.38258519856883,1,0.9173923640041166
