id,G,B,E,P
0,1,26.57034505088762,0,0.11692921829820979
3,1,29.921874393985533,0,0.7473168821556514
4,1,22.247489650326795,0,0.5702672780389783
8,0,28.304121545018575,0,0.250906804078753
9,0,27.05960242083983,1,0.9195367441376683
10,1,31.521466350943587,0,0.3846331332829087
11,0,34.66148551794799,1,0.9094516845780436
13,1,33.878514346426044,0,0.06888659789899931
14,1,32.591279020777634,1,0.16760555851201886
15,0,31.037373151595375,0,0.6949855187497174
19,1,27.529428360877343,0,0.793544701324898
21,0,28.545165119785583,1,0.34328553039302223
22,1,39.18876057950344,1,0.8637429878761511
23,0,38.389233869480876,0,0.8636079217341357
25,1,30.622344305869067,1,0.45618685312034735
34,1,37.1250532062946,0,0.35571658905497483
39,1,36.817615606525685,1,0.048656955209140595
42,1,26.61702604326437,0,0.6701910795598136
43,1,42.41480770829787,0,0.9716625617343466
1,0,25.680234124925974,0,0.15421438262692988
5,0,26.987248825568123,1,0.7814449285518031
6,1,34.36316335710231,1,0.8287214706088379
7,0,29.0095016162161,0,0.5974171812761339
12,0,32.29380151181739,0,0.6702767268678591
17,0,38.583462214186454,0,0.249126135497303
29,0,29.00803095746406,0,0.6933644772465871
41,0,34.20870248414232,1,0.6479319499079627
45,1,34.46428729646961,0,0.3653941118664574
46,0,25.065212174613443,1,0.0852885431300846
49,0,33.0627727742583,1,0.7100972021353649
321,1,20.962949982533814,1,0.5974403963793407
972,0,24.061341283948156,1,0.40312718019604044
2,1,35.90768688405516,0,0.5357245966380733
16,0,22.930659101683247,0,0.03935702819031206
24,1,35.43910017231477,0,0.15819676341247235
30,1,18.540221433314606,1,0.6656054309598582
35,0,24.079217670932636,1,0.2674306228159844
44,0,27.177565738999895,1,0.4119323354872392
1324,0,39.60790050608977,0,0.9767195786955237
1339,1,38.33949193387742,0,0.6861874477643161
1649,1,24.163555975179662,1,0.687537055645854
18,1,23.16173774370362,0,0.585656561846614
20,0,29.23650304469004,0,0.7746809793491162
26,0,21.182332752464664,1,0.9848404824445286
27,0,28.371726656461444,0,0.8107932222536881
28,0,27.778899647427778,0,0.3701994082533211
31,1,25.20401832552995,0,0.6612917205320301
33,1,30.221770625885195,1,0.8671614954801018
36,0,29.400568152097346,0,0.8106249801646151
40,1,26.95144390881135,0,0.39778225420215607
47,1,23.425797351539313,0,0.8400282600061891
48,0,23.65395519614184,0,0.8796363819427205
1870,1,25.85939585559279,1,0.21546992297494394
175,1,53.63609263013001,0,0.18559359764842798
543,1,24.71060380558223,0,0.8188663169673818
984,1,32.50222518043647,0,0.09353892445318868
501,1,31.186386733448995,0,0.924119212093957
401,0,25.465541035832462,1,0.7825816324410735
795,1,48.21269509127831,1,0.12977553725629543
32,0,33.91949294092107,0,0.3067464725630332
37,1,41.88151207282504,1,0.5855241970288643
689,1,38.29737459906492,1,0.7183514383113058
752,1,26.763288626852162,0,0.45406012411921903
937,1,23.318088737796334,1,0.3071751645747802
491,1,39.46357367851206,1,0.9459763252440148
38,0,31.37968825337796,1,0.4533134892647457
964,1,38.614778088981524,1,0.9148880883643643
1012,1,40.01804584395892,1,0.036039400131726795
579,0,35.1785343838461,0,0.9150101379908367
852,0,37.975478931710505,1,0.09515559867504542
488,0,34.332305015234745,0,0.6248425938078875
102,1,26.232994962971766,0,0.7504377762869098
745,1,24.573350578103373,0,0.6413499390323777
1766,1,26.723515386209222,1,0.6076459705810665
271,0,31.41597864487312,1,0.09947595700869316
1967,0,23.741018592676078,0,0.8412143006977154
1363,1,28.668738908255897,1,0.817508840049576
1473,0,44.30860469299942,1,0.6149226144755218
452,1,31.991456153467897,1,0.7611972582525746
186,1,32.76721472633696,1,0.9177356258742959
1676,1,45.253624890838175,0,0.8357753270123073
1864,1,48.748493730415674,0,0.6091419309582679
114,0,29.681975971253298,1,0.3611680532585285
1647,1,38.99282081941685,1,0.46421895989426887
874,0,28.602327962434146,0,0.7245797696795471
156,1,28.448534209872193,1,0.913864940431792
637,0,32.16002582478521,0,0.0015965649790946612
749,1,19.22213778100588,0,0.41743676677533115
134,0,28.075563301783664,0,0.036534128294563706
611,0,22.320231195888546,1,0.4738231047889647
868,1,27.546437836819784,1,0.2462962896297941
904,0,28.193785173335087,0,0.5120235285952319
986,0,34.43840902540699,1,0.04935374351867783
1327,0,26.926088387978627,1,0.41752540179935116
1480,1,33.6283530903607,1,0.5630216375097351
1935,1,30.917639190155615,0,0.8710189530260501
137,1,21.888706216545984,0,0.3541606836424539
1722,0,38.51669310145236,1,0.452463727678192
1749,0,32.084176281522836,1,0.08739160253728229
1959,1,30.783166150648814,0,0.6468328528498926
674,1,29.28007489354106,1,0.012323784551843131
714,0,24.068391278250452,0,0.41088654206235464
1443,0,26.108978134267097,0,0.9940118728427215
1867,0,23.259403440644817,0,0.15916860797442633
420,1,28.12081671602846,0,0.872893522793101
890,1,27.918235477239993,0,0.6785253727367729
1446,1,26.19216962279944,0,0.30958290939585376
608,1,29.327478813988403,0,0.6805406406062631
723,1,21.38348431279109,1,0.8048511206745236
1189,1,30.572830626517476,0,0.6452672614653422
1675,1,32.419177489722244,0,0.7394621496718662
287,0,37.15792307934244,0,0.11589478821114041
832,1,59.48942813620381,0,0.043353357909798884
1337,0,51.39924554829473,0,0.901533782818249
1909,0,27.25213961755636,1,0.3621109339649071
1847,0,24.913482255767377,0,0.9456498411830266
342,1,31.10784632335537,1,0.7945711516875036
834,0,37.8791250915929,1,0.20100300206103716
1508,0,19.546619311796043,0,0.8403518218025064
320,0,26.77779891357142,0,0.21227627789267955
546,0,20.23785851619159,0,0.5301462699818376
55,0,20.976283367935487,1,0.3213161380266891
429,0,30.368563199484107,0,0.1433969304868522
1422,1,29.366543954982948,1,0.14447134207385137
50,0,21.981115817443253,0,0.40299858480683914
53,0,28.827774957981696,0,0.9270454090474551
56,1,24.06058991962739,0,0.43410175771525406
58,1,34.39310030421226,0,0.3468163931130076
60,1,32.3789036603555,1,0.3521865285698006
62,1,23.802434044896913,1,0.6309163117628617
63,0,34.38005417725405,0,0.9026894711127431
69,1,36.5135647592812,0,0.02108402280892907
70,0,29.42370506821523,0,0.48086938752100006
72,0,21.835430295943244,0,0.8472910666430121
74,1,28.537611537767706,0,0.30113302018873245
78,0,31.14810270666066,0,0.72912255373472
82,1,38.161925639479826,0,0.737854872482304
87,0,36.65078807370642,1,0.8133899078039988
88,0,25.77792465004105,0,0.6299834398345067
89,0,27.64041003752498,1,0.21957200628538098
767,1,31.366055720929094,0,0.7524452535404176
949,1,35.15153267767033,1,0.06182772911072987
1665,1,27.008065037244823,1,0.7181132039389986
51,1,25.668730913508035,1,0.7320862314164126
54,0,28.099693717259637,1,0.4449660951916752
57,0,29.567815012636817,0,0.4550094435733444
67,0,32.252344178547965,0,0.12043773282299453
73,1,32.44317439631401,1,0.27083184392196036
77,0,30.110740526708696,0,0.9133384497657745
79,0,28.70123008060317,0,0.07075596797509953
84,1,21.454145570224966,0,0.6671675388253444
1781,0,38.156980133143804,1,0.8191795031751402
52,1,26.70863021524378,0,0.18311394835686368
59,0,20.549949357307362,0,0.6781250874344266
85,1,34.56240228062277,1,0.5036297779983189
61,0,27.563447970714932,0,0.06413860216013123
71,0,25.020007075969165,0,0.38232464920307563
75,0,23.010101189202434,0,0.008116864377668565
76,0,31.103617160222548,0,0.2682052685721352
280,0,30.37026359393763,0,0.7350174602537943
720,0,29.45784249955793,0,0.0905892399467233
1032,1,26.16372623141722,0,0.7490557809887919
876,1,18.117115678637585,0,0.17122499569335725
1221,0,33.497441033594356,0,0.463650808758548
759,1,36.59126823939428,0,0.6548458867389135
1888,1,20.9227267309368,1,0.9357372510571733
68,0,27.854807125626724,0,0.7500926612900285
1323,1,26.718648818116844,1,0.20268358494705185
844,0,19.827142387077412,0,0.10773444322588333
1218,0,28.36532651249596,1,0.21884069116165505
64,0,38.777370951774564,1,0.398992890752226
65,0,29.11900130679663,0,0.46859305015217423
66,1,44.072531780531435,1,0.35669756136157094
80,1,24.976117209940092,1,0.6775063633900634
908,0,24.768870016143484,0,0.8974598855094101
1428,1,24.20623658509226,1,0.866156485840511
83,1,35.2544217875261,1,0.9589857460203781
666,0,17.663034435719762,0,0.4965090384430393
1506,1,21.510310912344767,1,0.6267360203783219
86,1,36.38475427788048,0,0.7899056334466987
1207,0,21.700351825830555,0,0.020404438658670032
731,1,31.095882041671082,0,0.3772354915501983
1818,1,25.884820253935846,0,0.6535184805287565
1041,0,18.72161127441062,0,0.8703527851017109
1898,0,18.932796941535596,1,0.6172479943799306
371,1,58.04171822157508,1,0.9954395553270166
391,1,34.73163362047147,1,0.44883026333735965
1366,0,34.908132703047805,1,0.7691605931960563
613,1,31.979374394135505,1,0.9848171276554581
1170,0,35.11255924116722,0,0.7998126653340704
81,1,24.901775758928224,0,0.37424250658187697
1529,1,29.93771084023907,0,0.6008096768888278
1881,1,33.50961409472245,0,0.8071193765510374
443,1,46.550087521244684,0,0.10161455455684154
139,1,29.51774158533576,1,0.4651529597486149
1358,0,31.256092152244626,0,0.8634483257341075
96,1,28.966716552123415,0,0.06994140529947401
712,1,39.764304091990724,1,0.7497627728113418
1985,1,48.06435246557142,0,0.6374655043712727
1234,1,40.02226678690433,0,0.9745141530370789
1373,1,42.734475846237885,0,0.8991252371820996
773,0,24.228730644014522,1,0.5375682738507211
1313,1,32.52310144919576,1,0.2894324759840239
912,1,38.26186365269689,1,0.716517475784907
1786,1,44.35262361705333,1,0.7500847820267096
1009,0,19.84411023395471,1,0.8764259679080648
1025,0,32.206958011022486,0,0.3535164405491118
511,1,26.650207774583137,0,0.3262303804601099
90,1,16.77075485607445,1,0.11275747714747553
93,1,28.65600367257361,0,0.39095593879375
95,0,31.63839543617032,0,0.17251481273224623
99,0,32.10478006050442,0,0.6473638055084127
100,1,29.571037255200103,1,0.3418863655936948
103,0,35.08606656642741,0,0.5452380548121747
109,1,31.398379524270617,1,0.11546065363276325
117,1,32.46544538432009,1,0.13052815935410222
118,1,44.49516864289634,1,0.7178921580754664
124,0,34.42775468311632,0,0.588543560281697
125,0,23.642968426791835,0,0.4634829835034959
127,1,24.106020861933544,1,0.3608313820333482
132,0,27.40632352808312,0,0.7068641117635962
145,0,28.74339714405915,0,0.6576488660203231
161,0,28.74938164974062,0,0.667916941334644
1134,0,29.47275467401765,0,0.19116635519916148
91,0,24.179759841622097,0,0.3943249001409407
94,0,34.168463394321094,0,0.027729830606677996
97,1,38.706704383732166,0,0.6524349796115797
108,0,36.13014754001512,1,0.50234234334328
120,1,25.242640905744924,0,0.4860409951091186
122,1,24.993840994725648,1,0.7648305102180093
128,1,24.695513878188407,0,0.3541607783617491
130,0,29.65475145412577,0,0.9066422577805557
133,1,26.095320709012583,0,0.5757483942320897
135,0,29.030304438996968,0,0.9270166194056707
142,1,23.498057015412286,0,0.021133709968190972
147,0,23.654012748940097,0,0.26441312452078314
149,0,26.839168145952115,0,0.32071282935323375
92,0,32.000682005796556,0,0.556221802955889
98,0,40.08771915199733,0,0.24584068330345843
101,0,30.286625846227285,1,0.958074160170504
104,0,31.904122684073386,1,0.75856365890339
106,1,26.725935398205767,1,0.6190252832640112
115,1,43.59986367863921,0,0.15387347896088277
131,0,22.142297232168037,0,0.4296209557001669
138,1,36.07484353493043,1,0.2711144732976538
143,1,28.666718412684574,0,0.3827722222183685
144,0,33.795070902206575,0,0.19697517645408402
146,0,30.297555869575604,1,0.9854027567318853
484,1,27.818145183652742,1,0.7275301470713651
119,1,26.18547674552427,0,0.7888171266990414
112,1,22.105723941139402,1,0.3158040328661599
123,0,27.054114298598442,0,0.48956070194746215
126,1,18.49714404423555,0,0.3801458378993159
1357,0,26.39898315569152,1,0.7194941445410074
1600,1,31.820677367465223,0,0.6710010297856221
105,1,28.56791337456356,0,0.6870833671118569
418,0,19.35152037927384,0,0.23164232416355035
110,0,29.195751074340397,1,0.8584791774747396
111,1,31.022172466027595,0,0.3410429124537231
121,1,26.803373785957003,1,0.6254959554078007
136,1,36.987447731794006,0,0.33963331373853856
141,1,27.983359866403564,0,0.5361259737411972
107,1,40.75253851460353,1,0.25220949688476024
113,0,19.806986722479998,0,0.4397189642730778
129,1,41.76397215368827,1,0.1329529646047235
148,1,30.90966124878443,0,0.92567808270774
140,0,36.41108087871831,0,0.9254005587743321
623,1,19.46050061904784,1,0.8356395855192981
821,1,27.619020163413403,0,0.8904538969897836
1432,1,44.87430649229608,0,0.766280231268412
846,0,26.75587033636474,0,0.009490423998060993
1005,0,53.05765815892903,0,0.7200392516995058
116,1,35.71628704432599,1,0.42622054401882226
447,1,57.6682413790657,0,0.1393177884871427
1623,1,27.04274751367233,0,0.6911806753369366
1916,1,38.49177608951804,0,0.2981618131920719
1266,0,34.11368794698315,1,0.06291805142909168
1351,1,40.79591358950363,1,0.8385038283988719
883,1,30.26960877830896,0,0.8400476978568652
524,1,25.464643960863864,0,0.4118040469624946
1441,1,31.050706931455707,1,0.8999012330664132
496,0,26.84833130055101,0,0.8539908610661977
863,0,39.695221281659585,1,0.6337378170906705
1173,0,38.907932561647954,0,0.8533572383216168
1303,1,30.027141077214512,0,0.8423441072339712
553,0,25.572582758407837,0,0.4485757693056597
1186,0,30.162001945903203,0,0.7700906386915186
535,1,26.394932168849376,1,0.6192081231877806
1347,0,27.764815155028057,1,0.03506935828778779
572,1,31.194557338688213,0,0.9866536814583429
679,0,24.788579356400955,0,0.22508815513412628
326,1,22.4199464452954,0,0.0018290023755136442
1696,0,30.18874673491188,1,0.7334112678875188
