id,A,H
0,0,1
261,0,0
1,0,0
518,0,0
1012,0,1
53,0,0
947,1,1
550,0,0
1020,0,1
2,0,1
415,0,0
725,0,0
824,0,1
1024,0,0
156,1,0
3,0,1
869,0,1
435,0,0
4,0,1
649,0,0
414,0,0
776,0,0
789,1,1
5,0,0
675,0,0
99,1,1
104,0,1
6,0,0
627,0,1
58,0,0
1032,0,0
7,0,0
270,0,0
766,0,0
754,1,0
243,0,0
8,0,0
303,1,1
334,0,1
367,0,0
800,0,1
694,1,0
9,1,0
620,0,1
565,0,0
546,0,0
10,0,0
958,1,1
130,0,0
642,0,1
19,0,0
11,0,0
494,0,1
967,0,1
584,0,0
12,0,1
915,1,0
879,0,0
812,0,0
13,0,0
795,0,0
613,0,0
14,1,1
978,0,1
628,0,1
216,1,1
774,0,1
504,0,1
15,0,1
368,0,1
16,0,0
880,0,0
969,0,1
320,0,1
17,0,0
189,0,0
250,0,1
268,0,1
403,0,0
312,0,1
18,0,0
957,0,1
405,0,0
379,0,1
97,0,1
991,1,1
511,1,0
20,0,0
603,0,0
493,1,1
718,0,1
375,0,0
434,0,0
772,0,0
22,1,1
410,0,0
994,0,0
715,0,1
23,0,0
858,0,0
167,0,1
654,0,0
24,0,1
28,0,1
42,0,1
573,0,1
161,0,1
25,0,0
115,0,1
264,0,0
26,0,0
123,1,1
27,0,0
94,0,0
330,1,1
285,0,1
322,0,0
698,0,1
122,0,0
744,0,1
273,0,1
29,0,0
631,0,1
557,1,0
30,0,0
790,0,0
456,0,0
319,0,1
594,0,1
31,0,1
598,0,1
823,0,0
558,0,0
32,0,1
661,0,0
496,0,1
700,0,0
726,0,1
353,0,1
33,0,0
616,0,0
54,0,1
34,1,0
131,0,0
714,0,0
665,0,1
35,0,1
1027,0,0
366,1,0
36,0,0
857,0,0
342,1,1
445,0,0
798,1,0
37,0,0
501,0,1
696,0,1
436,0,1
951,0,0
524,1,0
38,0,1
338,0,0
256,0,1
750,0,1
279,0,0
39,0,1
743,0,1
960,0,0
602,0,1
713,0,0
332,0,1
40,0,0
638,0,1
724,0,1
702,0,1
560,0,1
909,0,0
41,0,0
321,0,1
888,0,1
384,0,1
871,0,0
797,0,1
43,0,0
111,0,0
451,0,1
749,0,0
363,0,0
44,0,1
207,0,0
74,0,0
429,0,1
769,1,0
45,0,0
1025,0,1
632,0,1
220,0,0
867,0,1
46,0,1
959,0,0
586,0,1
166,0,0
784,1,0
251,0,0
780,0,0
47,0,1
676,0,0
48,1,0
139,0,0
49,0,1
234,0,1
125,0,0
50,0,0
485,0,1
51,0,0
559,0,1
861,0,1
171,0,0
81,0,0
52,0,0
682,0,1
196,0,1
377,0,0
329,1,0
274,1,1
757,0,0
781,0,1
891,0,1
55,1,0
877,0,1
1005,0,1
561,0,0
211,0,0
56,0,1
57,1,0
574,1,1
839,1,1
170,0,1
701,0,1
920,0,0
190,0,1
833,0,0
679,0,1
59,0,0
745,0,1
486,0,1
60,0,0
648,0,1
175,0,0
61,0,1
1016,1,0
636,0,1
62,0,1
840,1,0
517,1,0
1028,0,1
169,0,0
63,0,0
683,0,0
425,0,1
691,0,0
64,1,1
441,0,1
65,0,1
468,0,0
144,0,0
704,0,0
66,0,1
69,0,0
369,0,0
206,1,1
946,0,0
721,0,0
67,0,1
1003,0,1
792,0,1
886,0,0
68,0,0
281,0,1
152,1,1
605,1,0
905,1,1
101,0,1
276,0,1
71,0,1
783,0,1
595,0,1
72,0,1
1011,0,0
532,0,0
847,0,1
73,0,1
606,1,0
899,0,0
1029,0,0
509,0,0
881,0,1
542,0,1
556,0,1
805,0,1
950,0,0
75,0,1
523,0,0
667,0,0
76,0,0
974,1,1
325,1,1
692,0,0
882,0,1
192,0,1
77,0,0
902,0,1
271,0,0
78,1,1
629,0,0
1009,0,0
79,1,0
855,0,1
145,0,0
191,1,0
80,0,1
497,0,1
82,0,0
160,0,0
83,0,0
105,0,0
127,0,1
988,0,0
84,0,1
272,0,0
570,0,1
961,0,0
844,0,0
85,1,1
896,0,0
86,0,0
307,0,1
87,0,0
315,0,1
848,0,0
88,0,1
297,0,0
89,0,0
937,0,0
578,0,0
1026,0,1
727,0,1
90,0,1
948,0,0
91,1,0
633,0,1
834,0,0
885,1,1
672,0,1
484,0,1
707,0,0
92,0,0
500,0,0
93,0,0
852,0,0
465,0,1
567,0,1
748,0,0
917,0,1
95,0,0
124,0,0
392,0,0
733,0,1
174,0,0
98,0,1
289,0,0
785,0,0
424,0,0
507,1,1
641,0,1
100,0,1
508,0,1
889,0,1
530,0,1
362,0,0
755,0,1
225,0,1
102,0,0
490,0,0
231,0,0
103,0,0
796,0,0
572,0,1
239,0,0
680,0,1
244,0,1
482,0,1
106,0,1
601,0,1
668,1,1
107,1,0
674,0,1
916,0,0
108,0,0
997,0,0
109,0,0
1013,0,1
110,1,1
653,0,0
835,1,0
681,0,0
938,0,1
398,0,1
341,0,1
112,0,1
982,0,0
525,0,1
113,0,0
645,0,0
477,0,0
204,0,1
965,1,0
829,0,0
114,0,1
420,0,1
380,0,0
930,0,0
767,0,1
199,0,1
535,1,0
469,0,0
116,0,1
350,0,0
825,0,1
761,1,1
635,0,0
117,1,0
921,0,0
540,0,0
118,0,1
875,1,0
846,0,0
119,0,0
328,0,0
395,0,1
121,0,1
864,0,1
433,0,1
1040,1,0
242,1,0
298,0,1
459,0,1
447,0,0
919,0,0
129,0,0
831,0,0
132,0,0
237,0,1
133,0,1
658,0,0
838,0,0
134,0,0
737,0,0
135,0,1
136,0,1
562,0,0
137,0,1
782,0,0
693,0,0
138,0,1
406,0,0
1034,0,1
141,0,0
481,0,0
416,0,0
460,0,0
142,0,0
449,0,0
323,0,0
143,0,0
308,0,0
195,0,0
263,0,0
252,0,0
146,1,0
361,0,1
569,0,1
147,0,0
964,0,1
971,0,1
148,1,0
265,0,1
599,0,1
149,1,0
832,0,1
382,0,0
358,0,0
712,0,0
150,0,0
904,0,0
151,1,0
828,0,1
488,0,0
284,1,1
383,0,1
153,0,0
660,1,0
201,1,0
267,1,0
438,1,0
154,1,0
537,0,0
317,0,0
313,1,1
155,0,1
548,0,1
387,0,1
202,0,1
157,1,0
158,0,1
998,1,0
956,0,0
159,0,1
673,0,0
583,1,0
162,0,0
760,0,1
163,0,0
310,0,1
952,0,0
923,0,1
164,1,0
787,0,1
735,0,0
985,0,0
165,0,0
519,0,1
815,0,0
804,0,0
489,0,0
791,0,0
238,0,0
935,1,1
168,0,0
643,0,0
426,0,1
1030,1,1
498,0,0
305,0,0
172,0,1
941,0,1
581,0,0
352,0,0
173,0,0
901,0,1
327,0,1
813,0,0
176,0,0
345,0,0
751,0,0
987,0,1
177,0,1
178,0,0
777,0,1
437,1,1
354,0,1
179,0,0
512,0,1
669,0,0
180,0,0
337,0,1
181,1,1
513,0,0
282,0,1
955,0,0
182,0,1
326,0,0
183,0,0
443,0,0
184,0,1
185,0,1
983,0,1
235,0,0
186,0,0
372,0,0
245,1,1
187,0,0
841,0,0
188,0,1
770,0,0
1002,0,1
502,1,0
1001,0,0
711,0,1
349,0,1
505,1,1
989,0,0
836,0,1
474,0,1
799,0,1
193,0,1
423,1,1
241,0,1
194,0,1
793,0,0
849,0,1
538,0,1
306,0,0
427,0,1
197,0,1
555,0,1
198,0,0
400,0,1
200,0,1
940,1,1
381,0,0
311,0,0
203,0,0
778,1,1
205,1,0
286,0,0
663,0,1
364,0,1
209,0,1
210,0,0
292,1,1
215,0,0
291,0,1
590,0,1
214,0,0
246,1,0
873,0,0
898,0,1
932,0,0
992,0,1
217,1,1
943,0,0
801,0,1
219,0,1
218,0,1
346,1,1
763,0,0
928,0,0
895,0,0
878,0,1
221,0,1
592,0,0
222,0,0
553,0,0
906,0,0
223,0,1
224,0,0
226,0,0
996,1,0
491,0,1
227,1,1
981,1,1
228,0,1
739,0,1
528,0,1
229,1,1
296,0,0
230,0,0
944,0,0
232,0,0
233,1,1
333,0,0
339,0,0
655,0,1
240,0,1
623,0,1
685,1,0
662,0,0
910,0,1
687,0,1
596,1,0
890,0,1
819,0,1
850,0,1
247,0,0
248,0,1
249,0,0
283,0,1
924,0,1
710,0,0
446,0,1
626,0,0
970,0,0
1000,1,1
254,0,0
539,0,0
255,0,1
385,0,1
257,1,0
355,0,1
258,1,1
259,0,1
418,1,0
476,0,1
260,0,0
621,0,0
262,0,1
868,0,0
686,0,0
266,0,0
600,0,0
336,0,1
966,0,1
269,0,0
893,0,1
656,0,1
926,0,1
738,0,0
624,0,0
421,1,1
842,0,1
275,0,1
280,0,1
371,1,0
752,0,0
647,0,1
409,0,0
872,0,1
287,0,0
288,0,0
290,0,1
1022,0,1
293,0,0
294,0,0
314,0,1
728,1,1
295,0,0
637,0,0
652,0,1
299,0,1
765,1,0
300,0,0
301,0,1
302,0,0
304,1,0
729,0,1
949,0,1
972,1,0
516,0,1
462,0,0
963,1,1
309,0,1
962,0,1
794,0,0
723,0,1
730,0,1
316,0,0
705,0,0
659,0,0
318,0,0
357,0,0
399,0,1
1006,0,1
428,0,1
897,0,0
827,0,0
454,0,0
706,0,1
995,0,1
934,0,0
324,0,0
640,1,1
579,0,0
347,1,1
933,0,0
464,0,0
709,1,0
1038,0,1
609,0,1
331,1,1
470,0,0
587,0,0
1037,0,1
461,1,1
678,0,1
430,0,0
432,0,0
407,0,0
335,0,1
764,0,0
340,0,1
463,0,1
483,0,1
607,1,1
343,0,1
918,1,0
344,0,0
617,1,1
914,0,1
695,0,0
348,1,1
1014,1,1
817,0,1
351,0,1
612,1,0
1010,0,0
394,0,1
853,0,0
936,0,0
359,0,0
608,0,0
360,0,1
870,1,1
390,0,0
671,0,0
747,0,0
413,0,1
365,0,1
689,0,1
908,0,0
611,0,0
740,0,1
370,1,0
378,0,1
374,1,1
531,0,1
874,0,0
851,1,0
376,0,0
843,1,0
479,0,0
1007,0,0
999,0,1
386,0,0
734,0,1
865,0,1
514,0,0
610,0,1
388,0,0
975,0,0
931,0,0
389,0,0
619,0,1
883,0,1
506,0,0
391,0,0
393,0,0
786,0,0
575,0,0
615,1,0
903,0,0
396,0,0
397,0,1
515,1,0
401,0,1
402,0,1
1042,0,0
666,1,0
404,0,1
520,0,1
563,0,0
408,0,0
977,0,0
411,0,0
412,0,0
571,0,0
417,0,1
419,0,1
545,0,0
422,0,0
536,1,1
466,0,1
773,1,0
818,0,0
614,0,1
768,0,0
990,0,1
759,0,0
431,0,0
736,0,1
551,0,0
720,0,1
939,0,1
439,0,1
717,0,0
440,0,1
664,0,0
442,0,1
444,0,1
942,0,1
499,0,0
448,0,1
492,0,1
1035,0,1
803,0,1
450,0,1
452,0,0
453,0,0
455,0,1
731,1,1
457,0,0
458,0,1
467,0,0
471,0,1
472,0,0
984,0,1
473,0,0
980,0,1
589,0,1
1039,0,0
639,0,1
487,0,1
863,0,1
856,0,0
788,0,0
913,0,1
690,0,0
580,0,0
495,0,0
510,0,1
503,0,1
527,0,1
582,0,0
986,0,1
521,0,0
522,0,1
651,0,1
892,0,0
604,0,1
529,0,1
526,0,1
859,0,1
533,0,1
845,0,1
534,0,1
816,0,1
541,0,0
543,0,0
544,0,0
1036,0,1
1031,1,1
927,0,1
547,0,1
549,0,0
634,0,1
552,0,1
657,0,0
554,0,1
866,0,1
568,0,0
719,0,0
1021,0,0
808,0,0
993,0,1
576,0,1
577,0,0
708,0,0
585,0,0
697,0,0
588,0,1
591,0,0
593,0,1
670,0,1
1017,0,0
597,0,0
1041,0,0
807,0,0
618,0,0
830,0,0
771,0,0
622,0,0
876,0,1
762,0,1
625,0,1
1023,0,1
806,0,1
644,0,0
646,0,0
894,0,0
677,0,1
1008,0,0
925,0,0
954,0,0
854,0,1
821,0,1
684,1,0
753,0,1
688,0,0
703,0,0
775,1,0
976,0,0
1033,0,1
814,0,1
822,0,1
732,0,1
758,1,0
968,0,1
809,0,1
810,0,1
779,0,0
884,0,0
1004,0,0
811,1,0
837,0,1
1015,0,0
907,0,0
912,1,1
922,0,1
1018,0,0
945,0,1
